iter	Logloss
0	0.3952304339
1	0.2779353376
2	0.2206575056
3	0.2013297294
4	0.1882702114
5	0.1817760533
6	0.1757433733
7	0.1690371094
8	0.1603800572
9	0.157920166
10	0.1566096889
11	0.1544356341
12	0.1509964948
13	0.1462078596
14	0.1437331456
15	0.1393824114
16	0.1314992414
17	0.1289006696
18	0.1264068778
19	0.1208222482
20	0.1183173479
21	0.1168538818
22	0.115016558
23	0.1129376831
24	0.1086203962
25	0.1061314784
26	0.1047546735
27	0.1020359759
28	0.09939696394
29	0.09843753488
30	0.09733332171
31	0.09301456124
32	0.09200435965
33	0.08984994071
34	0.08731661551
35	0.085951137
36	0.08281569127
37	0.08035948835
38	0.07967560686
39	0.07901874651
40	0.07742306083
41	0.07537376186
42	0.07407145473
43	0.07306861659
44	0.07193059431
45	0.06948704311
46	0.06687996129
47	0.06597650146
48	0.06505837577
49	0.06410241699
50	0.06296612549
51	0.06268857683
52	0.06179241943
53	0.06069805472
54	0.06004590716
55	0.05894943673
56	0.05818255615
57	0.05748791068
58	0.05690171596
59	0.05580905587
60	0.05528242711
61	0.05450840541
62	0.05357173375
63	0.05270726231
64	0.05184207589
65	0.05094270543
66	0.04970284162
67	0.04909525844
68	0.04843073382
69	0.0481595023
70	0.04754174805
71	0.04728850446
72	0.04670123291
73	0.04646519252
74	0.04558273751
75	0.04447912598
76	0.04378070068
77	0.04348279681
78	0.04301728167
79	0.04258082799
80	0.04237687029
81	0.0417190421
82	0.04126395089
83	0.04057213484
84	0.04038120815
85	0.03971941267
86	0.03910329764
87	0.0387969186
88	0.03861491176
89	0.03815662493
90	0.03792468262
91	0.03729316057
92	0.03686972046
93	0.03667400687
94	0.03609324428
95	0.03574217006
96	0.03554061454
97	0.03506026786
98	0.03482973371
99	0.03434165083
100	0.03398652649
101	0.03345301819
102	0.03330967276
103	0.03293367004
104	0.03283738055
105	0.03254590716
106	0.03198150199
107	0.03172624425
108	0.03139573887
109	0.03112326268
110	0.03087198094
111	0.03047734506
112	0.03006003026
113	0.02966312953
114	0.02931770979
115	0.02923384312
116	0.02899632917
117	0.02885716902
118	0.02855100795
119	0.02829399545
120	0.0279980338
121	0.02767233058
122	0.02736480277
123	0.02710072327
124	0.02691961452
125	0.02640759277
126	0.02631737845
127	0.0257356393
128	0.02566359602
129	0.02548624529
130	0.0251537759
131	0.02476165554
132	0.02446172442
133	0.02424829973
134	0.02412824794
135	0.02399299404
136	0.02379841832
137	0.02367586626
138	0.02351528495
139	0.02336460005
140	0.02328470503
141	0.02296784755
142	0.02260740008
143	0.02236131723
144	0.02218930272
145	0.02194823129
146	0.02171898106
147	0.0214197998
148	0.02126308114
149	0.02100217983
150	0.02084506662
151	0.02070137896
152	0.02046806117
153	0.02031814357
154	0.02004330008
155	0.01979705375
156	0.0196733442
157	0.01952208601
158	0.01930582101
159	0.0191943512
160	0.01902910505
161	0.01882271903
162	0.01872381156
163	0.01853722927
164	0.01840718515
165	0.018148686
166	0.01799284799
167	0.01770754351
168	0.01759124102
169	0.0174848393
170	0.01728217425
171	0.01710620335
172	0.01688242449
173	0.01674484253
174	0.01669598825
175	0.01650503213
176	0.01635079956
177	0.01620747049
178	0.01612058149
179	0.01606827436
180	0.01596507481
181	0.01594694083
182	0.01586508833
183	0.01575577218
184	0.01559026664
185	0.01556428528
186	0.0154219938
187	0.01542196437
188	0.01534997995
189	0.01531713649
190	0.01527963257
191	0.01521362305
192	0.01510693141
193	0.01509301976
194	0.01500015041
195	0.01500007956
196	0.01489712742
197	0.01482451848
198	0.01467027719
199	0.01454761396
200	0.01444272614
201	0.0142900674
202	0.01425813075
203	0.01416770281
204	0.01406025042
205	0.01393524824
206	0.01379117693
207	0.01367429134
208	0.01360062081
209	0.01350925119
210	0.01350924247
211	0.0134256025
212	0.01333099365
213	0.01325994001
214	0.01313080488
215	0.01300289917
216	0.01300278255
217	0.01298632921
218	0.01297524588
219	0.01285026986
220	0.01262175097
221	0.01250324903
222	0.01243519374
223	0.01238488443
224	0.01232851301
225	0.01232739694
226	0.01232735988
227	0.01231625366
228	0.01226158905
229	0.01221698216
230	0.01219478825
231	0.01211965615
232	0.01207495008
233	0.01203883035
234	0.01203863307
235	0.01199121639
236	0.01198489816
237	0.01198483494
238	0.01196404048
239	0.01186373029
240	0.01176862008
241	0.01176855033
242	0.01167305974
243	0.01149713244
244	0.01141624451
245	0.01131483024
246	0.01126746695
247	0.01123742894
248	0.01115458679
249	0.01111302839
250	0.01098780169
251	0.01098769924
252	0.01098658425
253	0.01097392927
254	0.01097147478
255	0.01097141266
256	0.01097132329
257	0.01097110857
258	0.01094345311
259	0.01086879403
260	0.01086866433
261	0.01086862183
262	0.01080762373
263	0.01076401847
264	0.01070472172
265	0.01070470755
266	0.01067735726
267	0.01052631814
268	0.01045790972
269	0.01035779572
270	0.01035770961
271	0.01029240744
272	0.01023817662
273	0.01023807962
274	0.01023808071
275	0.0102377243
276	0.01023772103
277	0.01023772539
278	0.0102377036
279	0.01023769706
280	0.01023768616
281	0.01021580287
282	0.01019344112
283	0.01017603629
284	0.01013292149
285	0.01006653268
286	0.01001084355
287	0.009964440482
288	0.009898295811
289	0.009777823312
290	0.009777742658
291	0.009746610369
292	0.009746455601
293	0.009746171134
294	0.009732200623
295	0.009732165745
296	0.00973197719
297	0.009731694903
298	0.009731460571
299	0.009709100996
300	0.0096442773
301	0.009621003287
302	0.009620992388
303	0.009620727539
304	0.009620285034
305	0.009612420218
306	0.009612431117
307	0.009561499459
308	0.009561373029
309	0.00956136213
310	0.009561266218
311	0.009561183384
312	0.009559791565
313	0.009495625087
314	0.009495616368
315	0.009495548793
316	0.009495482309
317	0.009495434352
318	0.009495396205
319	0.009495352609
320	0.009495352609
321	0.009495352609
322	0.009495352609
323	0.009495352609
324	0.00949533517
325	0.009495295933
326	0.009495261056
327	0.009495226179
328	0.00949520656
329	0.009495071411
